,Player,Team,Season
4623,Frank Ntilikina,NYK,2020
4624,Kevin Knox,NYK,2020
4625,Taj Gibson,NYK,2020
4626,Kyle Lowry,TOR,2020
4627,Pascal Siakam,TOR,2020
4628,Fred VanVleet,TOR,2020
4629,OG Anunoby,TOR,2020
4630,Norman Powell,TOR,2020
4631,Serge Ibaka,TOR,2020
4632,Marc Gasol,TOR,2020
4633,Patrick McCaw,TOR,2020
4634,Terence Davis,TOR,2020
4635,Collin Sexton,CLE,2020
4636,Kevin Love,CLE,2020
4637,Darius Garland,CLE,2020
4638,Cedi Osman,CLE,2020
4639,Tristan Thompson,CLE,2020
4640,Larry Nance Jr.,CLE,2020
4641,Kevin Porter Jr.,CLE,2020
4642,Andre Drummond,CLE,2020
4643,Jordan Clarkson,CLE,2020
4644,Aaron Gordon,ORL,2020
4645,Evan Fournier,ORL,2020
4646,Nikola Vučević,ORL,2020
4647,Markelle Fultz,ORL,2020
4648,Terrence Ross,ORL,2020
4649,D.J. Augustin,ORL,2020
4650,Jonathan Isaac,ORL,2020
4651,Khem Birch,ORL,2020
4652,Wes Iwundu,ORL,2020
4653,Devin Booker,PHO,2020
4654,Kelly Oubre Jr.,PHO,2020
4655,Ricky Rubio,PHO,2020
4656,Mikal Bridges,PHO,2020
4657,Deandre Ayton,PHO,2020
4658,Dario Šarić,PHO,2020
4659,Cameron Johnson,PHO,2020
4660,Aron Baynes,PHO,2020
4661,Jevon Carter,PHO,2020
4662,Nikola Jokić,DEN,2020
4663,Will Barton,DEN,2020
4664,Jamal Murray,DEN,2020
4665,Gary Harris,DEN,2020
4666,Jerami Grant,DEN,2020
4667,Monte Morris,DEN,2020
4668,Paul Millsap,DEN,2020
4669,Torrey Craig,DEN,2020
4670,Mason Plumlee,DEN,2020
4671,James Harden,HOU,2020
4672,P.J. Tucker,HOU,2020
4673,Russell Westbrook,HOU,2020
4674,Danuel House Jr.,HOU,2020
4675,Clint Capela,HOU,2020
4676,Ben McLemore,HOU,2020
4677,Austin Rivers,HOU,2020
4678,Robert Covington,HOU,2020
4679,Eric Gordon,HOU,2020
4680,Andrew Wiggins,MIN,2020
4681,Karl-Anthony Towns,MIN,2020
4682,Robert Covington,MIN,2020
4683,Josh Okogie,MIN,2020
4684,Jarrett Culver,MIN,2020
4685,Malik Beasley,MIN,2020
4686,D'Angelo Russell,MIN,2020
4687,Jeff Teague,MIN,2020
4688,Juancho Hernangómez,MIN,2020
4689,DeMar DeRozan,SAS,2020
4690,LaMarcus Aldridge,SAS,2020
4691,Dejounte Murray,SAS,2020
4692,Derrick White,SAS,2020
4693,Bryn Forbes,SAS,2020
4694,Patty Mills,SAS,2020
4695,Rudy Gay,SAS,2020
4696,Trey Lyles,SAS,2020
4697,Jakob Poeltl,SAS,2020
4698,Damian Lillard,POR,2020
4699,CJ McCollum,POR,2020
4700,Carmelo Anthony,POR,2020
4701,Hassan Whiteside,POR,2020
4702,Trevor Ariza,POR,2020
4703,Anfernee Simons,POR,2020
4704,Kent Bazemore,POR,2020
4705,Gary Trent Jr.,POR,2020
4706,Rodney Hood,POR,2020
4707,Harrison Barnes,SAC,2020
4708,Buddy Hield,SAC,2020
4709,Nemanja Bjelica,SAC,2020
4710,De'Aaron Fox,SAC,2020
4711,Bogdan Bogdanović,SAC,2020
4712,Cory Joseph,SAC,2020
4713,Richaun Holmes,SAC,2020
4714,Trevor Ariza,SAC,2020
4715,Marvin Bagley III,SAC,2020
4716,Andre Drummond,DET,2020
4717,Bruce Brown,DET,2020
4718,Tony Snell,DET,2020
4719,Langston Galloway,DET,2020
4720,Luke Kennard,DET,2020
4721,Derrick Rose,DET,2020
4722,Christian Wood,DET,2020
4723,Svi Mykhailiuk,DET,2020
4724,Blake Griffin,DET,2020
4725,Luka Dončić,DAL,2020
4726,Dorian Finney-Smith,DAL,2020
4727,Tim Hardaway Jr.,DAL,2020
4728,Kristaps Porziņģis,DAL,2020
4729,Maxi Kleber,DAL,2020
4730,Seth Curry,DAL,2020
4731,Delon Wright,DAL,2020
4732,Dwight Powell,DAL,2020
4733,Jalen Brunson,DAL,2020
4734,LeBron James,LAL,2020
4735,Anthony Davis,LAL,2020
4736,Kentavious Caldwell-Pope,LAL,2020
4737,Danny Green,LAL,2020
4738,Kyle Kuzma,LAL,2020
4739,Avery Bradley,LAL,2020
4740,Dwight Howard,LAL,2020
4741,Alex Caruso,LAL,2020
4742,JaVale McGee,LAL,2020
4743,Kawhi Leonard,LAC,2020
4744,Lou Williams,LAC,2020
4745,Montrezl Harrell,LAC,2020
4746,Paul George,LAC,2020
4747,Landry Shamet,LAC,2020
4748,Patrick Beverley,LAC,2020
4749,JaMychal Green,LAC,2020
4750,Ivica Zubac,LAC,2020
4751,Maurice Harkless,LAC,2020
4752,Donovan Mitchell,UTA,2020
4753,Rudy Gobert,UTA,2020
4754,Bojan Bogdanović,UTA,2020
4755,Joe Ingles,UTA,2020
4756,Royce O'Neale,UTA,2020
4757,Mike Conley,UTA,2020
4758,Jordan Clarkson,UTA,2020
4759,Georges Niang,UTA,2020
4760,Emmanuel Mudiay,UTA,2020
4761,Bradley Beal,WAS,2020
4762,Ish Smith,WAS,2020
4763,Dāvis Bertāns,WAS,2020
4764,Troy Brown Jr.,WAS,2020
4765,Rui Hachimura,WAS,2020
4766,Thomas Bryant,WAS,2020
4767,Isaac Bonga,WAS,2020
4768,Isaiah Thomas,WAS,2020
4769,Ian Mahinmi,WAS,2020
4770,Giannis Antetokounmpo,MIL,2020
4771,Khris Middleton,MIL,2020
4772,Brook Lopez,MIL,2020
4773,Eric Bledsoe,MIL,2020
4774,Wesley Matthews,MIL,2020
4775,Donte DiVincenzo,MIL,2020
4776,George Hill,MIL,2020
4777,Pat Connaughton,MIL,2020
4778,Ersan İlyasova,MIL,2020
4779,Ja Morant,MEM,2020
4780,Dillon Brooks,MEM,2020
4781,Jonas Valančiūnas,MEM,2020
4782,Jaren Jackson Jr.,MEM,2020
4783,Jae Crowder,MEM,2020
4784,Brandon Clarke,MEM,2020
4785,Kyle Anderson,MEM,2020
4786,Tyus Jones,MEM,2020
4787,De'Anthony Melton,MEM,2020
4788,Shai Gilgeous-Alexander,OKC,2020
4789,Chris Paul,OKC,2020
4790,Dennis Schröder,OKC,2020
4791,Danilo Gallinari,OKC,2020
4792,Steven Adams,OKC,2020
4793,Terrance Ferguson,OKC,2020
4794,Darius Bazley,OKC,2020
4795,Nerlens Noel,OKC,2020
4796,Luguentz Dort,OKC,2020
4797,Joe Harris,BRK,2020
4798,Spencer Dinwiddie,BRK,2020
4799,Taurean Prince,BRK,2020
4800,Jarrett Allen,BRK,2020
4801,Garrett Temple,BRK,2020
4802,Caris LeVert,BRK,2020
4803,Kyrie Irving,BRK,2020
4804,DeAndre Jordan,BRK,2020
4805,Wilson Chandler,BRK,2020
4806,Jrue Holiday,NOP,2020
4807,Brandon Ingram,NOP,2020
4808,Lonzo Ball,NOP,2020
4809,Josh Hart,NOP,2020
4810,JJ Redick,NOP,2020
4811,Derrick Favors,NOP,2020
4812,Zion Williamson,NOP,2020
4813,Jaxson Hayes,NOP,2020
4814,Nicolò Melli,NOP,2020
4815,Devonte' Graham,CHO,2020
4816,Terry Rozier,CHO,2020
4817,Miles Bridges,CHO,2020
4818,P.J. Washington,CHO,2020
4819,Cody Zeller,CHO,2020
4820,Malik Monk,CHO,2020
4821,Bismack Biyombo,CHO,2020
4822,Cody Martin,CHO,2020
4823,Marvin Williams,CHO,2020
4824,Bam Adebayo,MIA,2021
4825,Duncan Robinson,MIA,2021
4826,Jimmy Butler,MIA,2021
4827,Tyler Herro,MIA,2021
4828,Kendrick Nunn,MIA,2021
4829,Goran Dragić,MIA,2021
4830,Kelly Olynyk,MIA,2021
4831,Andre Iguodala,MIA,2021
4832,Trevor Ariza,MIA,2021
4833,Zach LaVine,CHI,2021
4834,Coby White,CHI,2021
4835,Patrick Williams,CHI,2021
4836,Garrett Temple,CHI,2021
4837,Thaddeus Young,CHI,2021
4838,Nikola Vučević,CHI,2021
4839,Lauri Markkanen,CHI,2021
4840,Tomáš Satoranský,CHI,2021
4841,Wendell Carter Jr.,CHI,2021
4842,Tobias Harris,PHI,2021
4843,Ben Simmons,PHI,2021
4844,Danny Green,PHI,2021
4845,Joel Embiid,PHI,2021
4846,Seth Curry,PHI,2021
4847,Shake Milton,PHI,2021
4848,Matisse Thybulle,PHI,2021
4849,Dwight Howard,PHI,2021
4850,Furkan Korkmaz,PHI,2021
4851,Andrew Wiggins,GSW,2021
4852,Stephen Curry,GSW,2021
4853,Draymond Green,GSW,2021
4854,Kelly Oubre Jr.,GSW,2021
4855,Kent Bazemore,GSW,2021
4856,Juan Toscano-Anderson,GSW,2021
4857,Kevon Looney,GSW,2021
4858,Damion Lee,GSW,2021
4859,Jordan Poole,GSW,2021
4860,Jayson Tatum,BOS,2021
4861,Jaylen Brown,BOS,2021
4862,Marcus Smart,BOS,2021
4863,Kemba Walker,BOS,2021
4864,Tristan Thompson,BOS,2021
4865,Payton Pritchard,BOS,2021
4866,Daniel Theis,BOS,2021
4867,Evan Fournier,BOS,2021
4868,Grant Williams,BOS,2021
4869,Domantas Sabonis,IND,2021
4870,Malcolm Brogdon,IND,2021
4871,Justin Holiday,IND,2021
4872,Myles Turner,IND,2021
4873,T.J. McConnell,IND,2021
4874,Caris LeVert,IND,2021
4875,Doug McDermott,IND,2021
4876,Victor Oladipo,IND,2021
4877,Aaron Holiday,IND,2021
4878,Trae Young,ATL,2021
4879,Kevin Huerter,ATL,2021
4880,Clint Capela,ATL,2021
4881,John Collins,ATL,2021
4882,Bogdan Bogdanović,ATL,2021
4883,Solomon Hill,ATL,2021
4884,Danilo Gallinari,ATL,2021
4885,Cam Reddish,ATL,2021
4886,De'Andre Hunter,ATL,2021
4887,Julius Randle,NYK,2021
4888,RJ Barrett,NYK,2021
4889,Reggie Bullock,NYK,2021
4890,Nerlens Noel,NYK,2021
4891,Elfrid Payton,NYK,2021
4892,Alec Burks,NYK,2021
4893,Derrick Rose,NYK,2021
4894,Mitchell Robinson,NYK,2021
4895,Immanuel Quickley,NYK,2021
4896,Pascal Siakam,TOR,2021
4897,Fred VanVleet,TOR,2021
4898,Kyle Lowry,TOR,2021
4899,OG Anunoby,TOR,2021
4900,Norman Powell,TOR,2021
4901,Chris Boucher,TOR,2021
4902,Gary Trent Jr.,TOR,2021
4903,Khem Birch,TOR,2021
4904,DeAndre' Bembry,TOR,2021
4905,Collin Sexton,CLE,2021
4906,Isaac Okoro,CLE,2021
4907,Darius Garland,CLE,2021
4908,Jarrett Allen,CLE,2021
4909,Larry Nance Jr.,CLE,2021
4910,Cedi Osman,CLE,2021
4911,Andre Drummond,CLE,2021
4912,Dean Wade,CLE,2021
4913,Kevin Love,CLE,2021
4914,Nikola Vučević,ORL,2021
4915,Dwayne Bacon,ORL,2021
4916,Terrence Ross,ORL,2021
4917,Cole Anthony,ORL,2021
4918,Evan Fournier,ORL,2021
4919,Chuma Okeke,ORL,2021
4920,Aaron Gordon,ORL,2021
4921,James Ennis III,ORL,2021
4922,Michael Carter-Williams,ORL,2021
4923,Devin Booker,PHO,2021
4924,Mikal Bridges,PHO,2021
4925,Chris Paul,PHO,2021
4926,Deandre Ayton,PHO,2021
4927,Jae Crowder,PHO,2021
4928,Cameron Johnson,PHO,2021
4929,Cameron Payne,PHO,2021
4930,Dario Šarić,PHO,2021
4931,Torrey Craig,PHO,2021
4932,Nikola Jokić,DEN,2021
4933,Jamal Murray,DEN,2021
4934,Michael Porter Jr.,DEN,2021
4935,Will Barton,DEN,2021
4936,Facundo Campazzo,DEN,2021
4937,Monte Morris,DEN,2021
4938,Gary Harris,DEN,2021
4939,Paul Millsap,DEN,2021
4940,PJ Dozier,DEN,2021
4941,Jae'Sean Tate,HOU,2021
4942,Christian Wood,HOU,2021
4943,John Wall,HOU,2021
4944,James Harden,HOU,2021
4945,Kevin Porter Jr.,HOU,2021
4946,Victor Oladipo,HOU,2021
4947,Kelly Olynyk,HOU,2021
4948,P.J. Tucker,HOU,2021
4949,Sterling Brown,HOU,2021
4950,Anthony Edwards,MIN,2021
4951,Karl-Anthony Towns,MIN,2021
4952,Ricky Rubio,MIN,2021
4953,Malik Beasley,MIN,2021
4954,Jaden McDaniels,MIN,2021
4955,D'Angelo Russell,MIN,2021
4956,Naz Reid,MIN,2021
4957,Josh Okogie,MIN,2021
4958,Jarred Vanderbilt,MIN,2021
4959,DeMar DeRozan,SAS,2021
4960,Dejounte Murray,SAS,2021
4961,Keldon Johnson,SAS,2021
4962,Jakob Poeltl,SAS,2021
4963,Patty Mills,SAS,2021
4964,Lonnie Walker IV,SAS,2021
4965,Derrick White,SAS,2021
4966,Rudy Gay,SAS,2021
4967,Devin Vassell,SAS,2021
4968,Damian Lillard,POR,2021
4969,Robert Covington,POR,2021
4970,CJ McCollum,POR,2021
4971,Enes Freedom,POR,2021
4972,Norman Powell,POR,2021
4973,Gary Trent Jr.,POR,2021
4974,Carmelo Anthony,POR,2021
4975,Derrick Jones Jr.,POR,2021
4976,Jusuf Nurkić,POR,2021
4977,Buddy Hield,SAC,2021
4978,Harrison Barnes,SAC,2021
4979,De'Aaron Fox,SAC,2021
4980,Tyrese Haliburton,SAC,2021
4981,Richaun Holmes,SAC,2021
4982,Marvin Bagley III,SAC,2021
4983,Delon Wright,SAC,2021
4984,Cory Joseph,SAC,2021
4985,Maurice Harkless,SAC,2021
4986,Jerami Grant,DET,2021
4987,Saddiq Bey,DET,2021
4988,Mason Plumlee,DET,2021
4989,Josh Jackson,DET,2021
4990,Delon Wright,DET,2021
4991,Isaiah Stewart,DET,2021
4992,Blake Griffin,DET,2021
4993,Wayne Ellington,DET,2021
4994,Killian Hayes,DET,2021
4995,Luka Dončić,DAL,2021
4996,Dorian Finney-Smith,DAL,2021
4997,Tim Hardaway Jr.,DAL,2021
4998,Josh Richardson,DAL,2021
4999,Kristaps Porziņģis,DAL,2021
5000,Jalen Brunson,DAL,2021
5001,Maxi Kleber,DAL,2021
5002,Dwight Powell,DAL,2021
5003,Willie Cauley-Stein,DAL,2021
5004,Dennis Schröder,LAL,2021
5005,Kyle Kuzma,LAL,2021
5006,LeBron James,LAL,2021
5007,Kentavious Caldwell-Pope,LAL,2021
5008,Anthony Davis,LAL,2021
5009,Montrezl Harrell,LAL,2021
5010,Talen Horton-Tucker,LAL,2021
5011,Alex Caruso,LAL,2021
5012,Markieff Morris,LAL,2021
5013,Paul George,LAC,2021
5014,Kawhi Leonard,LAC,2021
5015,Nicolas Batum,LAC,2021
5016,Marcus Morris,LAC,2021
5017,Ivica Zubac,LAC,2021
5018,Reggie Jackson,LAC,2021
5019,Terance Mann,LAC,2021
5020,Luke Kennard,LAC,2021
5021,Serge Ibaka,LAC,2021
5022,Royce O'Neale,UTA,2021
5023,Bojan Bogdanović,UTA,2021
5024,Rudy Gobert,UTA,2021
5025,Donovan Mitchell,UTA,2021
5026,Joe Ingles,UTA,2021
5027,Jordan Clarkson,UTA,2021
5028,Mike Conley,UTA,2021
5029,Georges Niang,UTA,2021
5030,Derrick Favors,UTA,2021
5031,Russell Westbrook,WAS,2021
5032,Bradley Beal,WAS,2021
5033,Rui Hachimura,WAS,2021
5034,Dāvis Bertāns,WAS,2021
5035,Raul Neto,WAS,2021
5036,Deni Avdija,WAS,2021
5037,Robin Lopez,WAS,2021
5038,Ish Smith,WAS,2021
5039,Garrison Mathews,WAS,2021
5040,Khris Middleton,MIL,2021
5041,Giannis Antetokounmpo,MIL,2021
5042,Jrue Holiday,MIL,2021
5043,Brook Lopez,MIL,2021
5044,Donte DiVincenzo,MIL,2021
5045,Pat Connaughton,MIL,2021
5046,Bobby Portis,MIL,2021
5047,Bryn Forbes,MIL,2021
5048,Justin Jackson,MIL,2021
5049,Ja Morant,MEM,2021
5050,Dillon Brooks,MEM,2021
5051,Kyle Anderson,MEM,2021
5052,Jonas Valančiūnas,MEM,2021
5053,Desmond Bane,MEM,2021
5054,Brandon Clarke,MEM,2021
5055,Grayson Allen,MEM,2021
5056,Tyus Jones,MEM,2021
5057,De'Anthony Melton,MEM,2021
5058,Darius Bazley,OKC,2021
5059,Théo Maledon,OKC,2021
5060,Shai Gilgeous-Alexander,OKC,2021
5061,Luguentz Dort,OKC,2021
5062,Isaiah Roby,OKC,2021
5063,Kenrich Williams,OKC,2021
5064,Aleksej Pokusevski,OKC,2021
5065,Al Horford,OKC,2021
5066,Ty Jerome,OKC,2021
5067,Kyrie Irving,BRK,2021
5068,Joe Harris,BRK,2021
5069,James Harden,BRK,2021
5070,Jeff Green,BRK,2021
5071,Kevin Durant,BRK,2021
5072,Bruce Brown,BRK,2021
5073,Landry Shamet,BRK,2021
5074,DeAndre Jordan,BRK,2021
5075,Timothé Luwawu-Cabarrot,BRK,2021
5076,Brandon Ingram,NOP,2021
5077,Zion Williamson,NOP,2021
5078,Eric Bledsoe,NOP,2021
5079,Lonzo Ball,NOP,2021
5080,Steven Adams,NOP,2021
5081,Josh Hart,NOP,2021
5082,Nickeil Alexander-Walker,NOP,2021
5083,Jaxson Hayes,NOP,2021
5084,James Johnson,NOP,2021
5085,Terry Rozier,CHO,2021
5086,P.J. Washington,CHO,2021
5087,Miles Bridges,CHO,2021
5088,Gordon Hayward,CHO,2021
5089,Devonte' Graham,CHO,2021
5090,LaMelo Ball,CHO,2021
5091,Bismack Biyombo,CHO,2021
5092,Cody Zeller,CHO,2021
5093,Malik Monk,CHO,2021
5094,Kyle Lowry,MIA,2022
5095,Tyler Herro,MIA,2022
5096,Jimmy Butler,MIA,2022
5097,Bam Adebayo,MIA,2022
5098,P.J. Tucker,MIA,2022
5099,Duncan Robinson,MIA,2022
5100,Gabe Vincent,MIA,2022
5101,Max Strus,MIA,2022
5102,Caleb Martin,MIA,2022
5103,DeMar DeRozan,CHI,2022
5104,Zach LaVine,CHI,2022
5105,Nikola Vučević,CHI,2022
5106,Ayo Dosunmu,CHI,2022
5107,Lonzo Ball,CHI,2022
5108,Coby White,CHI,2022
5109,Javonte Green,CHI,2022
5110,Alex Caruso,CHI,2022
5111,Troy Brown Jr.,CHI,2022
5112,Tyrese Maxey,PHI,2022
5113,Tobias Harris,PHI,2022
5114,Joel Embiid,PHI,2022
5115,Seth Curry,PHI,2022
5116,James Harden,PHI,2022
5117,Matisse Thybulle,PHI,2022
5118,Georges Niang,PHI,2022
5119,Furkan Korkmaz,PHI,2022
5120,Danny Green,PHI,2022
5121,Stephen Curry,GSW,2022
5122,Andrew Wiggins,GSW,2022
5123,Jordan Poole,GSW,2022
5124,Kevon Looney,GSW,2022
5125,Draymond Green,GSW,2022
5126,Klay Thompson,GSW,2022
5127,Otto Porter Jr.,GSW,2022
5128,Damion Lee,GSW,2022
5129,Gary Payton II,GSW,2022
5130,Jayson Tatum,BOS,2022
5131,Jaylen Brown,BOS,2022
5132,Marcus Smart,BOS,2022
5133,Al Horford,BOS,2022
5134,Robert Williams,BOS,2022
5135,Grant Williams,BOS,2022
5136,Dennis Schröder,BOS,2022
5137,Josh Richardson,BOS,2022
5138,Derrick White,BOS,2022
5139,Domantas Sabonis,IND,2022
5140,Tyrese Haliburton,IND,2022
5141,Malcolm Brogdon,IND,2022
5142,Buddy Hield,IND,2022
5143,Chris Duarte,IND,2022
5144,Justin Holiday,IND,2022
5145,Caris LeVert,IND,2022
5146,Myles Turner,IND,2022
5147,Oshae Brissett,IND,2022
5148,Trae Young,ATL,2022
5149,Kevin Huerter,ATL,2022
5150,Clint Capela,ATL,2022
5151,Bogdan Bogdanović,ATL,2022
5152,John Collins,ATL,2022
5153,De'Andre Hunter,ATL,2022
5154,Danilo Gallinari,ATL,2022
5155,Delon Wright,ATL,2022
5156,Onyeka Okongwu,ATL,2022
5157,Julius Randle,NYK,2022
5158,RJ Barrett,NYK,2022
5159,Evan Fournier,NYK,2022
5160,Alec Burks,NYK,2022
5161,Mitchell Robinson,NYK,2022
5162,Immanuel Quickley,NYK,2022
5163,Kemba Walker,NYK,2022
5164,Obi Toppin,NYK,2022
5165,Derrick Rose,NYK,2022
5166,Pascal Siakam,TOR,2022
5167,Fred VanVleet,TOR,2022
5168,Scottie Barnes,TOR,2022
5169,Gary Trent Jr.,TOR,2022
5170,OG Anunoby,TOR,2022
5171,Precious Achiuwa,TOR,2022
5172,Chris Boucher,TOR,2022
5173,Khem Birch,TOR,2022
5174,Juwan Morgan,TOR,2022
5175,Darius Garland,CLE,2022
5176,Evan Mobley,CLE,2022
5177,Jarrett Allen,CLE,2022
5178,Isaac Okoro,CLE,2022
5179,Lauri Markkanen,CLE,2022
5180,Kevin Love,CLE,2022
5181,Cedi Osman,CLE,2022
5182,Ricky Rubio,CLE,2022
5183,Caris LeVert,CLE,2022
5184,Franz Wagner,ORL,2022
5185,Cole Anthony,ORL,2022
5186,Wendell Carter Jr.,ORL,2022
5187,Gary Harris,ORL,2022
5188,Mo Bamba,ORL,2022
5189,Chuma Okeke,ORL,2022
5190,Jalen Suggs,ORL,2022
5191,Terrence Ross,ORL,2022
5192,R.J. Hampton,ORL,2022
5193,Mikal Bridges,PHO,2022
5194,Devin Booker,PHO,2022
5195,Chris Paul,PHO,2022
5196,Jae Crowder,PHO,2022
5197,Deandre Ayton,PHO,2022
5198,Cameron Johnson,PHO,2022
5199,Landry Shamet,PHO,2022
5200,Cameron Payne,PHO,2022
5201,JaVale McGee,PHO,2022
5202,Nikola Jokić,DEN,2022
5203,Aaron Gordon,DEN,2022
5204,Will Barton,DEN,2022
5205,Monte Morris,DEN,2022
5206,Jeff Green,DEN,2022
5207,Austin Rivers,DEN,2022
5208,Bones Hyland,DEN,2022
5209,Facundo Campazzo,DEN,2022
5210,Michael Porter Jr.,DEN,2022
5211,Jalen Green,HOU,2022
5212,Christian Wood,HOU,2022
5213,Kevin Porter Jr.,HOU,2022
5214,Jae'Sean Tate,HOU,2022
5215,Eric Gordon,HOU,2022
5216,Garrison Mathews,HOU,2022
5217,KJ Martin,HOU,2022
5218,Alperen Sengun,HOU,2022
5219,Josh Christopher,HOU,2022
5220,Anthony Edwards,MIN,2022
5221,Karl-Anthony Towns,MIN,2022
5222,D'Angelo Russell,MIN,2022
5223,Malik Beasley,MIN,2022
5224,Jarred Vanderbilt,MIN,2022
5225,Jaden McDaniels,MIN,2022
5226,Patrick Beverley,MIN,2022
5227,Naz Reid,MIN,2022
5228,Taurean Prince,MIN,2022
5229,Dejounte Murray,SAS,2022
5230,Keldon Johnson,SAS,2022
5231,Jakob Poeltl,SAS,2022
5232,Devin Vassell,SAS,2022
5233,Derrick White,SAS,2022
5234,Lonnie Walker IV,SAS,2022
5235,Doug McDermott,SAS,2022
5236,Tre Jones,SAS,2022
5237,Joshua Primo,SAS,2022
5238,CJ McCollum,POR,2022
5239,Damian Lillard,POR,2022
5240,Anfernee Simons,POR,2022
5241,Norman Powell,POR,2022
5242,Jusuf Nurkić,POR,2022
5243,Robert Covington,POR,2022
5244,Nassir Little,POR,2022
5245,Josh Hart,POR,2022
5246,Ben McLemore,POR,2022
5247,Harrison Barnes,SAC,2022
5248,De'Aaron Fox,SAC,2022
5249,Tyrese Haliburton,SAC,2022
5250,Davion Mitchell,SAC,2022
5251,Buddy Hield,SAC,2022
5252,Domantas Sabonis,SAC,2022
5253,Chimezie Metu,SAC,2022
5254,Richaun Holmes,SAC,2022
5255,Donte DiVincenzo,SAC,2022
5256,Saddiq Bey,DET,2022
5257,Cade Cunningham,DET,2022
5258,Jerami Grant,DET,2022
5259,Isaiah Stewart,DET,2022
5260,Killian Hayes,DET,2022
5261,Cory Joseph,DET,2022
5262,Derrick Walton,DET,2022
5263,Hamidou Diallo,DET,2022
5264,Frank Jackson,DET,2022
5265,Dorian Finney-Smith,DAL,2022
5266,Luka Dončić,DAL,2022
5267,Jalen Brunson,DAL,2022
5268,Reggie Bullock,DAL,2022
5269,Dwight Powell,DAL,2022
5270,Tim Hardaway Jr.,DAL,2022
5271,Maxi Kleber,DAL,2022
5272,Kristaps Porziņģis,DAL,2022
5273,Spencer Dinwiddie,DAL,2022
5274,Russell Westbrook,LAL,2022
5275,LeBron James,LAL,2022
5276,Malik Monk,LAL,2022
5277,Anthony Davis,LAL,2022
5278,Carmelo Anthony,LAL,2022
5279,Talen Horton-Tucker,LAL,2022
5280,Austin Reaves,LAL,2022
5281,Avery Bradley,LAL,2022
5282,Stanley Johnson,LAL,2022
5283,Reggie Jackson,LAC,2022
5284,Terance Mann,LAC,2022
5285,Luke Kennard,LAC,2022
5286,Paul George,LAC,2022
5287,Ivica Zubac,LAC,2022
5288,Marcus Morris,LAC,2022
5289,Amir Coffey,LAC,2022
5290,Nicolas Batum,LAC,2022
5291,Eric Bledsoe,LAC,2022
5292,Donovan Mitchell,UTA,2022
5293,Royce O'Neale,UTA,2022
5294,Rudy Gobert,UTA,2022
5295,Bojan Bogdanović,UTA,2022
5296,Jordan Clarkson,UTA,2022
5297,Mike Conley,UTA,2022
5298,Joe Ingles,UTA,2022
5299,Hassan Whiteside,UTA,2022
5300,Rudy Gay,UTA,2022
5301,Kyle Kuzma,WAS,2022
5302,Kentavious Caldwell-Pope,WAS,2022
5303,Bradley Beal,WAS,2022
5304,Deni Avdija,WAS,2022
5305,Corey Kispert,WAS,2022
5306,Spencer Dinwiddie,WAS,2022
5307,Daniel Gafford,WAS,2022
5308,Raul Neto,WAS,2022
5309,Montrezl Harrell,WAS,2022
5310,Jrue Holiday,MIL,2022
5311,Giannis Antetokounmpo,MIL,2022
5312,Khris Middleton,MIL,2022
5313,Bobby Portis,MIL,2022
5314,Grayson Allen,MIL,2022
5315,Pat Connaughton,MIL,2022
5316,George Hill,MIL,2022
5317,Jordan Nwora,MIL,2022
5318,Wesley Matthews,MIL,2022
5319,Desmond Bane,MEM,2022
5320,Ja Morant,MEM,2022
5321,Jaren Jackson Jr.,MEM,2022
5322,Steven Adams,MEM,2022
5323,De'Anthony Melton,MEM,2022
5324,Tyus Jones,MEM,2022
5325,Kyle Anderson,MEM,2022
5326,Ziaire Williams,MEM,2022
5327,Dillon Brooks,MEM,2022
5328,Shai Gilgeous-Alexander,OKC,2022
5329,Zavier Simpson,OKC,2022
5330,Luguentz Dort,OKC,2022
5331,Josh Giddey,OKC,2022
5332,Darius Bazley,OKC,2022
5333,Georgios Kalaitzakis,OKC,2022
5334,Melvin Frazier,OKC,2022
5335,Tre Mann,OKC,2022
5336,Jaylen Hoard,OKC,2022
5337,Kevin Durant,BRK,2022
5338,Patty Mills,BRK,2022
5339,James Harden,BRK,2022
5340,Kyrie Irving,BRK,2022
5341,Bruce Brown,BRK,2022
5342,Seth Curry,BRK,2022
5343,Joe Harris,BRK,2022
5344,James Johnson,BRK,2022
5345,LaMarcus Aldridge,BRK,2022
5346,Herbert Jones,NOP,2022
5347,Jonas Valančiūnas,NOP,2022
5348,Brandon Ingram,NOP,2022
5349,Devonte' Graham,NOP,2022
5350,Josh Hart,NOP,2022
5351,CJ McCollum,NOP,2022
5352,Nickeil Alexander-Walker,NOP,2022
5353,Jaxson Hayes,NOP,2022
5354,Garrett Temple,NOP,2022
5355,Miles Bridges,CHO,2022
5356,Terry Rozier,CHO,2022
5357,LaMelo Ball,CHO,2022
5358,Kelly Oubre Jr.,CHO,2022
5359,Gordon Hayward,CHO,2022
5360,Cody Martin,CHO,2022
5361,P.J. Washington,CHO,2022
5362,Mason Plumlee,CHO,2022
5363,Jalen McDaniels,CHO,2022
5364,Bam Adebayo,MIA,2023
5365,Tyler Herro,MIA,2023
5366,Jimmy Butler,MIA,2023
5367,Max Strus,MIA,2023
5368,Caleb Martin,MIA,2023
5369,Kyle Lowry,MIA,2023
5370,Gabe Vincent,MIA,2023
5371,Victor Oladipo,MIA,2023
