,Player,Pos,G,MP,Roster
2834,Andre Barrett,PG,2,10.5,2006PHO
2835,Pat Burke,C,42,8.2,2006PHO
2836,Nikoloz Tskitishvili,SF,12,7.2,2006PHO
2837,Josh Davis,PF,1,5.0,2006PHO
2838,Sharrod Ford,PF,3,4.3,2006PHO
2839,Dijon Thompson,SG,10,4.3,2006PHO
2840,Team Totals,,82,243.4,2006PHO
2841,Carmelo Anthony,SF,80,36.8,2006DEN
2842,Andre Miller,PG,82,35.8,2006DEN
2843,Marcus Camby,C,56,33.2,2006DEN
2844,Ruben Patterson,SG,26,28.3,2006DEN
2845,Kenyon Martin,PF,56,27.6,2006DEN
2846,Earl Boykins,PG,60,25.7,2006DEN
2847,Greg Buckner,SG,73,24.1,2006DEN
2848,Reggie Evans,PF,26,23.3,2006DEN
2849,Eduardo Nájera,PF,64,22.6,2006DEN
2850,Francisco Elson,C,72,21.9,2006DEN
2851,Earl Watson,PG,46,21.2,2006DEN
2852,Voshon Lenard,SG,12,19.8,2006DEN
2853,DerMarr Johnson,SG,58,15.9,2006DEN
2854,Howard Eisley,PG,19,14.8,2006DEN
2855,Linas Kleiza,PF,61,8.5,2006DEN
2856,Nenê,PF,1,3.0,2006DEN
2857,Bryon Russell,SF,1,3.0,2006DEN
2858,Julius Hodge,SG,14,2.4,2006DEN
2859,Charles Smith,SG,1,2.0,2006DEN
2860,Team Totals,,82,243.0,2006DEN
2861,Rafer Alston,PG,63,38.6,2006HOU
2862,Tracy McGrady,SF,47,37.1,2006HOU
2863,Yao Ming,C,57,34.2,2006HOU
2864,David Wesley,SG,71,33.4,2006HOU
2865,Keith Bogans,SF,33,32.2,2006HOU
2866,Juwan Howard,PF,80,31.7,2006HOU
2867,Derek Anderson,SG,20,29.1,2006HOU
2868,Luther Head,SG,80,28.9,2006HOU
2869,Stromile Swift,C,66,20.4,2006HOU
2870,Jon Barry,SG,20,17.1,2006HOU
2871,Dikembe Mutombo,C,64,14.9,2006HOU
2872,Richie Frahm,SG,8,14.6,2006HOU
2873,Chuck Hayes,PF,40,13.4,2006HOU
2874,Lonny Baxter,C,23,12.2,2006HOU
2875,Ryan Bowen,SF,68,9.6,2006HOU
2876,Rick Brunson,PG,23,9.3,2006HOU
2877,Moochie Norris,PG,29,8.3,2006HOU
2878,John Lucas III,PG,13,8.2,2006HOU
2879,Stephen Graham,SG,6,6.3,2006HOU
2880,Maciej Lampe,C,4,3.0,2006HOU
2881,Josh Davis,PF,1,0.0,2006HOU
2882,Team Totals,,82,241.8,2006HOU
2883,Ricky Davis,SF,36,40.6,2006MIN
2884,Wally Szczerbiak,SF,40,38.9,2006MIN
2885,Kevin Garnett,PF,76,38.9,2006MIN
2886,Trenton Hassell,SG,77,32.6,2006MIN
2887,Marcus Banks,PG,40,30.7,2006MIN
2888,Marko Jarić,PG,75,28.0,2006MIN
2889,Mark Blount,C,42,27.5,2006MIN
2890,Michael Olowokandi,C,32,23.5,2006MIN
2891,Troy Hudson,PG,36,22.2,2006MIN
2892,Eddie Griffin,C,70,19.4,2006MIN
2893,Bracey Wright,SG,7,19.3,2006MIN
2894,Justin Reed,SF,40,17.7,2006MIN
2895,Rashad McCants,SG,79,17.2,2006MIN
2896,Anthony Carter,PG,45,13.1,2006MIN
2897,Mark Madsen,C,62,10.9,2006MIN
2898,Richie Frahm,SG,25,9.0,2006MIN
2899,Ronald Dupree,SF,36,7.4,2006MIN
2900,Nikoloz Tskitishvili,PF,5,2.6,2006MIN
2901,Team Totals,,82,242.1,2006MIN
2902,Tim Duncan,PF,80,34.8,2006SAS
2903,Tony Parker,PG,80,33.9,2006SAS
2904,Bruce Bowen,SF,82,33.6,2006SAS
2905,Manu Ginóbili,SG,65,27.9,2006SAS
2906,Michael Finley,SG,77,26.5,2006SAS
2907,Rasho Nesterović,C,80,18.9,2006SAS
2908,Robert Horry,PF,63,18.8,2006SAS
2909,Nazr Mohammed,C,80,17.4,2006SAS
2910,Brent Barry,SG,74,17.0,2006SAS
2911,Nick Van Exel,PG,65,15.2,2006SAS
2912,Beno Udrih,PG,54,10.9,2006SAS
2913,Fabricio Oberto,C,59,8.3,2006SAS
2914,Sean Marks,PF,25,7.2,2006SAS
2915,Melvin Sanders,SG,16,7.1,2006SAS
2916,Alex Scales,SG,1,0.0,2006SAS
2917,Team Totals,,82,241.5,2006SAS
2918,Zach Randolph,PF,74,34.4,2006POR
2919,Darius Miles,SF,40,32.2,2006POR
2920,Steve Blake,PG,68,26.2,2006POR
2921,Juan Dixon,SG,76,25.3,2006POR
2922,Joel Przybilla,C,56,24.9,2006POR
2923,Sebastian Telfair,PG,68,24.1,2006POR
2924,Theo Ratliff,C,55,23.7,2006POR
2925,Ruben Patterson,SF,45,23.5,2006POR
2926,Viktor Khryapa,SF,69,21.6,2006POR
2927,Jarrett Jack,SG,79,20.2,2006POR
2928,Brian Skinner,C,27,19.1,2006POR
2929,Martell Webster,SF,61,17.5,2006POR
2930,Travis Outlaw,PF,69,16.7,2006POR
2931,Voshon Lenard,SG,14,15.7,2006POR
2932,Sergei Monia,SF,23,14.6,2006POR
2933,Charles Smith,SG,21,9.9,2006POR
2934,Ha Seung-Jin,C,27,7.9,2006POR
2935,Team Totals,,82,240.6,2006POR
2936,Metta World Peace,SF,40,40.1,2006SAC
2937,Mike Bibby,PG,82,38.6,2006SAC
2938,Brad Miller,C,79,37.0,2006SAC
2939,Peja Stojaković,SF,31,37.0,2006SAC
2940,Bonzi Wells,SG,52,32.4,2006SAC
2941,Kenny Thomas,PF,82,28.0,2006SAC
2942,Shareef Abdur-Rahim,PF,72,27.2,2006SAC
2943,Kevin Martin,SG,72,26.6,2006SAC
2944,Francisco García,SF,67,19.4,2006SAC
2945,Jason Hart,PG,66,12.4,2006SAC
2946,Brian Skinner,PF,38,11.3,2006SAC
2947,Corliss Williamson,SF,37,9.8,2006SAC
2948,Ronnie Price,PG,29,5.2,2006SAC
2949,Vitaly Potapenko,C,9,3.6,2006SAC
2950,Jamal Sampson,PF,12,3.3,2006SAC
2951,Sergei Monia,SF,3,2.3,2006SAC
2952,Team Totals,,82,241.8,2006SAC
2953,Chauncey Billups,PG,81,36.1,2006DET
2954,Tayshaun Prince,SF,82,35.3,2006DET
2955,Richard Hamilton,SG,80,35.3,2006DET
2956,Ben Wallace,C,82,35.2,2006DET
2957,Rasheed Wallace,PF,80,34.8,2006DET
2958,Antonio McDyess,PF,82,21.1,2006DET
2959,Tony Delk,PG,23,16.4,2006DET
2960,Maurice Evans,SG,80,14.2,2006DET
2961,Amir Johnson,SF,3,13.0,2006DET
2962,Carlos Arroyo,PG,50,12.0,2006DET
2963,Lindsey Hunter,PG,30,11.8,2006DET
2964,Carlos Delfino,SG,68,10.7,2006DET
2965,Kelvin Cato,C,4,8.5,2006DET
2966,Alex Acker,SG,5,7.0,2006DET
2967,Dale Davis,C,28,6.4,2006DET
2968,Jason Maxiell,PF,26,6.1,2006DET
2969,Darko Miličić,C,25,5.6,2006DET
2970,Team Totals,,82,241.8,2006DET
2971,Dirk Nowitzki,PF,81,38.1,2006DAL
2972,Jason Terry,PG,80,35.0,2006DAL
2973,Josh Howard,SF,59,32.5,2006DAL
2974,Marquis Daniels,SG,62,28.5,2006DAL
2975,Jerry Stackhouse,SG,55,27.7,2006DAL
2976,Doug Christie,SG,7,26.4,2006DAL
2977,Adrian Griffin,SG,52,23.9,2006DAL
2978,Erick Dampier,C,82,23.6,2006DAL
2979,Devin Harris,PG,56,22.8,2006DAL
2980,Keith Van Horn,SF,53,20.6,2006DAL
2981,DeSagana Diop,C,81,18.6,2006DAL
2982,Pavel Podkolzin,C,1,18.0,2006DAL
2983,Josh Powell,PF,37,11.6,2006DAL
2984,Rawle Marshall,SF,23,10.5,2006DAL
2985,Darrell Armstrong,PG,62,10.0,2006DAL
2986,D.J. Mbenga,C,43,5.5,2006DAL
2987,Team Totals,,82,242.4,2006DAL
2988,Ray Allen,SG,78,38.7,2006SEA
2989,Rashard Lewis,SF,78,36.9,2006SEA
2990,Luke Ridnour,PG,79,33.2,2006SEA
2991,Chris Wilcox,PF,29,30.1,2006SEA
2992,Earl Watson,PG,24,25.1,2006SEA
2993,Vladimir Radmanović,PF,47,23.2,2006SEA
2994,Ronald Murray,SG,48,22.6,2006SEA
2995,Nick Collison,PF,66,21.9,2006SEA
2996,Robert Swift,C,47,21.0,2006SEA
2997,Reggie Evans,PF,41,19.2,2006SEA
2998,Johan Petro,C,68,18.9,2006SEA
2999,Damien Wilkins,SF,82,18.6,2006SEA
3000,Vitaly Potapenko,C,24,13.4,2006SEA
3001,Mikki Moore,C,47,12.4,2006SEA
3002,Danny Fortson,C,23,12.0,2006SEA
3003,Mike Wilks,PG,10,10.5,2006SEA
3004,Mateen Cleaves,PG,27,8.5,2006SEA
3005,Rick Brunson,PG,4,7.8,2006SEA
3006,Noel Felix,SF,12,6.8,2006SEA
3007,Team Totals,,82,241.8,2006SEA
3008,Kobe Bryant,SG,80,41.0,2006LAL
3009,Lamar Odom,PF,80,40.3,2006LAL
3010,Smush Parker,PG,82,33.8,2006LAL
3011,Kwame Brown,C,72,27.5,2006LAL
3012,Chris Mihm,C,59,26.1,2006LAL
3013,Devean George,SF,71,21.7,2006LAL
3014,Luke Walton,SF,69,19.3,2006LAL
3015,Brian Cook,PF,81,19.0,2006LAL
3016,Sasha Vujačić,PG,82,17.7,2006LAL
3017,Laron Profit,SG,25,11.2,2006LAL
3018,Aaron McKie,PG,14,8.6,2006LAL
3019,Andrew Bynum,C,46,7.3,2006LAL
3020,Jim Jackson,SF,13,7.1,2006LAL
3021,Ronny Turiaf,C,23,7.0,2006LAL
3022,Devin Green,SG,27,5.0,2006LAL
3023,Von Wafer,SG,16,4.6,2006LAL
3024,Stanislav Medvedenko,PF,2,3.0,2006LAL
3025,Team Totals,,82,242.1,2006LAL
3026,Elton Brand,PF,79,39.2,2006LAC
3027,Cuttino Mobley,SG,79,37.7,2006LAC
3028,Sam Cassell,PG,78,34.0,2006LAC
3029,Chris Kaman,C,78,32.8,2006LAC
3030,Corey Maggette,SF,32,29.5,2006LAC
3031,Vladimir Radmanović,PF,30,29.5,2006LAC
3032,Shaun Livingston,PG,61,25.0,2006LAC
3033,Quinton Ross,SF,67,22.6,2006LAC
3034,Daniel Ewing,SG,66,14.7,2006LAC
3035,Željko Rebrača,C,29,14.2,2006LAC
3036,Chris Wilcox,C,48,13.7,2006LAC
3037,James Singleton,SF,59,12.8,2006LAC
3038,Vin Baker,C,8,10.6,2006LAC
3039,Walter McCarty,SF,36,9.8,2006LAC
3040,Howard Eisley,PG,13,8.6,2006LAC
3041,Anthony Goldwire,PG,3,7.3,2006LAC
3042,Boniface N'Dong,C,23,6.6,2006LAC
3043,Yaroslav Korolev,SF,24,5.3,2006LAC
3044,Team Totals,,82,241.5,2006LAC
3045,Andrei Kirilenko,SF,69,37.7,2006UTA
3046,Mehmet Okur,PF,82,35.9,2006UTA
3047,Carlos Boozer,PF,33,31.1,2006UTA
3048,Deron Williams,PG,80,28.8,2006UTA
3049,Matt Harpring,SF,71,27.4,2006UTA
3050,Gordan Giriček,SG,37,25.8,2006UTA
3051,Jarron Collins,C,79,21.9,2006UTA
3052,Devin Brown,SG,81,21.1,2006UTA
3053,Milt Palacio,PG,71,19.4,2006UTA
3054,Keith McLeod,PG,66,18.7,2006UTA
3055,Greg Ostertag,C,60,13.5,2006UTA
3056,Kris Humphries,PF,62,10.0,2006UTA
3057,Robert Whaley,C,23,9.2,2006UTA
3058,Andre Owens,PG,23,9.1,2006UTA
3059,C.J. Miles,PG,23,8.8,2006UTA
3060,Team Totals,,82,242.4,2006UTA
3061,Gilbert Arenas,PG,80,42.3,2006WAS
3062,Antawn Jamison,SF,82,40.1,2006WAS
3063,Caron Butler,SF,75,36.1,2006WAS
3064,Antonio Daniels,SG,80,28.5,2006WAS
3065,Jared Jeffries,PF,77,25.3,2006WAS
3066,Jarvis Hayes,SG,21,24.6,2006WAS
3067,Brendan Haywood,C,79,23.8,2006WAS
3068,Chucky Atkins,SG,28,19.7,2006WAS
3069,Etan Thomas,C,71,15.8,2006WAS
3070,Michael Ruffin,C,76,13.3,2006WAS
3071,Donell Taylor,SG,51,9.1,2006WAS
3072,Billy Thomas,SG,17,7.7,2006WAS
3073,Calvin Booth,C,33,7.6,2006WAS
3074,Andray Blatche,PF,29,6.0,2006WAS
3075,Awvee Storey,SF,25,4.6,2006WAS
3076,Team Totals,,82,241.8,2006WAS
3077,Michael Redd,SG,80,39.1,2006MIL
3078,T.J. Ford,PG,72,35.5,2006MIL
3079,Bobby Simmons,SF,75,33.8,2006MIL
3080,Jamaal Magloire,C,82,30.1,2006MIL
3081,Andrew Bogut,PF,82,28.6,2006MIL
3082,Mo Williams,PG,58,26.4,2006MIL
3083,Charlie Bell,SG,59,21.7,2006MIL
3084,Joe Smith,PF,44,20.2,2006MIL
3085,Toni Kukoč,PF,65,15.7,2006MIL
3086,Jiří Welsch,SF,58,14.9,2006MIL
3087,Dan Gadzuric,C,74,12.0,2006MIL
3088,Jermaine Jackson,PG,30,6.7,2006MIL
3089,Reece Gaines,PG,12,4.5,2006MIL
3090,Ervin Johnson,C,18,4.5,2006MIL
3091,Josh Davis,PF,4,3.0,2006MIL
3092,Team Totals,,82,242.1,2006MIL
3093,Pau Gasol,PF,80,39.2,2006MEM
3094,Shane Battier,SF,81,35.0,2006MEM
3095,Eddie Jones,SG,75,32.5,2006MEM
3096,Damon Stoudamire,PG,27,31.9,2006MEM
3097,Mike Miller,SG,74,30.6,2006MEM
3098,Chucky Atkins,PG,43,27.0,2006MEM
3099,Bobby Jackson,PG,71,25.0,2006MEM
3100,Lorenzen Wright,C,78,21.7,2006MEM
3101,Jake Tsakalidis,C,51,14.4,2006MEM
3102,Dahntay Jones,SF,71,13.6,2006MEM
3103,Brian Cardinal,PF,36,11.2,2006MEM
3104,Hakim Warrick,PF,68,10.6,2006MEM
3105,Antonio Burks,PG,57,10.0,2006MEM
3106,John Thomas,C,3,8.3,2006MEM
3107,Anthony Roberson,PG,16,5.5,2006MEM
3108,Lawrence Roberts,C,33,5.5,2006MEM
3109,Team Totals,,82,242.1,2006MEM
3110,Chris Paul,PG,78,36.0,2006NOK
3111,David West,PF,74,34.1,2006NOK
3112,P.J. Brown,C,75,31.7,2006NOK
3113,Desmond Mason,SF,70,30.0,2006NOK
3114,Speedy Claxton,PG,71,28.4,2006NOK
3115,Rasual Butler,SF,79,23.7,2006NOK
3116,Marc Jackson,C,27,22.0,2006NOK
3117,Aaron Williams,C,34,20.4,2006NOK
3118,Kirk Snyder,SG,68,19.3,2006NOK
3119,Linton Johnson,SF,27,18.1,2006NOK
3120,J.R. Smith,SG,55,18.0,2006NOK
3121,Chris Andersen,C,32,17.8,2006NOK
3122,Boštjan Nachbar,PF,25,16.2,2006NOK
3123,Marcus Fizer,PF,3,13.0,2006NOK
3124,Moochie Norris,PG,16,11.4,2006NOK
3125,Jackson Vroman,PF,41,9.9,2006NOK
3126,Brandon Bass,PF,29,9.2,2006NOK
3127,Maciej Lampe,C,2,8.0,2006NOK
3128,Arvydas Macijauskas,SG,19,7.1,2006NOK
3129,Team Totals,,82,241.5,2006NOK
3130,Gerald Wallace,SF,55,34.5,2006CHA
3131,Brevin Knight,PG,69,34.1,2006CHA
3132,Emeka Okafor,PF,26,33.6,2006CHA
3133,Raymond Felton,PG,80,30.1,2006CHA
3134,Jumaine Jones,PF,76,27.5,2006CHA
3135,Primož Brezec,C,79,27.4,2006CHA
3136,Melvin Ely,PF,57,23.6,2006CHA
3137,Kareem Rush,SG,47,23.6,2006CHA
3138,Keith Bogans,SG,39,21.7,2006CHA
3139,Bernard Robinson,SF,66,19.7,2006CHA
3140,Sean May,PF,23,17.3,2006CHA
3141,Matt Carroll,SG,78,16.3,2006CHA
3142,Jake Voskuhl,C,51,16.0,2006CHA
3143,Alan Anderson,SF,36,15.7,2006CHA
3144,Kevin Burleson,PG,39,8.7,2006CHA
3145,Lonny Baxter,PF,18,6.6,2006CHA
3146,Team Totals,,82,242.7,2006CHA
3147,Dwyane Wade,SG,51,37.9,2007MIA
3148,Udonis Haslem,PF,79,31.4,2007MIA
3149,Jason Williams,PG,61,30.6,2007MIA
3150,Eddie Jones,SG,35,29.5,2007MIA
3151,Shaquille O'Neal,C,40,28.4,2007MIA
3152,James Posey,SF,71,27.0,2007MIA
3153,Jason Kapono,SF,67,26.4,2007MIA
3154,Antoine Walker,PF,78,23.3,2007MIA
3155,Gary Payton,PG,68,22.1,2007MIA
3156,Alonzo Mourning,C,77,20.4,2007MIA
3157,Dorell Wright,SF,66,19.6,2007MIA
3158,Michael Doleac,C,56,12.5,2007MIA
3159,Wayne Simien,PF,8,11.6,2007MIA
3160,Robert Hite,SG,12,11.3,2007MIA
3161,Chris Quinn,PG,42,9.7,2007MIA
3162,Earl Barron,C,28,7.3,2007MIA
3163,Team Totals,,82,242.1,2007MIA
3164,Luol Deng,SF,82,37.5,2007CHI
3165,Kirk Hinrich,PG,80,35.5,2007CHI
3166,Ben Wallace,C,77,35.0,2007CHI
3167,Ben Gordon,SG,82,33.0,2007CHI
3168,Andrés Nocioni,PF,53,26.5,2007CHI
3169,Chris Duhon,PG,78,24.4,2007CHI
3170,P.J. Brown,PF,72,20.2,2007CHI
3171,Tyrus Thomas,PF,72,13.4,2007CHI
3172,Thabo Sefolosha,SG,71,12.2,2007CHI
3173,Adrian Griffin,SF,54,10.8,2007CHI
3174,Malik Allen,PF,60,10.6,2007CHI
3175,Mike Sweetney,C,48,8.0,2007CHI
3176,Viktor Khryapa,PF,33,7.0,2007CHI
3177,Andre Barrett,PG,6,4.8,2007CHI
3178,Team Totals,,82,241.2,2007CHI
3179,Allen Iverson,PG,15,42.7,2007PHI
3180,Andre Iguodala,SG,76,40.3,2007PHI
3181,Andre Miller,PG,57,37.6,2007PHI
3182,Samuel Dalembert,C,82,30.9,2007PHI
3183,Kyle Korver,SF,74,30.9,2007PHI
3184,Chris Webber,PF,18,30.2,2007PHI
3185,Joe Smith,PF,54,25.1,2007PHI
3186,Willie Green,SG,74,24.9,2007PHI
3187,Steven Hunter,PF,70,22.9,2007PHI
3188,Rodney Carney,SF,67,17.4,2007PHI
3189,Kevin Ollie,PG,53,17.3,2007PHI
3190,Shavlik Randolph,PF,13,13.8,2007PHI
3191,Lou Williams,PG,61,11.3,2007PHI
3192,Alan Henderson,PF,38,11.0,2007PHI
3193,Lou Amundson,PF,10,8.7,2007PHI
3194,Bobby Jones,SF,44,7.6,2007PHI
3195,Ivan McFarlin,PF,11,3.7,2007PHI
3196,Steven Smith,PF,8,3.5,2007PHI
3197,Team Totals,,82,242.4,2007PHI
3198,Vince Carter,SG,82,38.1,2007NJN
3199,Jason Kidd,PG,80,36.7,2007NJN
3200,Richard Jefferson,SF,55,35.6,2007NJN
3201,Nenad Krstić,C,26,32.6,2007NJN
3202,Mikki Moore,C,79,26.4,2007NJN
3203,Jason Collins,PF,80,23.1,2007NJN
3204,Boštjan Nachbar,SF,76,20.2,2007NJN
3205,Clifford Robinson,C,50,19.1,2007NJN
3206,Antoine Wright,SG,63,18.0,2007NJN
3207,Eddie House,SG,56,16.9,2007NJN
3208,Marcus Williams,PG,79,16.6,2007NJN
3209,Josh Boone,PF,61,11.0,2007NJN
3210,Hassan Adams,SG,61,8.1,2007NJN
3211,Bernard Robinson,SF,10,3.7,2007NJN
3212,Mile Ilić,C,5,1.2,2007NJN
3213,Team Totals,,82,242.4,2007NJN
3214,Baron Davis,PG,63,35.3,2007GSW
3215,Monta Ellis,SG,77,34.3,2007GSW
3216,Stephen Jackson,SF,38,34.0,2007GSW
3217,Jason Richardson,SG,51,32.8,2007GSW
3218,Al Harrington,PF,42,32.3,2007GSW
3219,Andris Biedriņš,C,82,29.0,2007GSW
3220,Renaldo Major,PF,1,27.0,2007GSW
3221,Mike Dunleavy,PF,39,26.9,2007GSW
3222,Mickaël Piétrus,SF,72,26.9,2007GSW
3223,Troy Murphy,PF,26,25.7,2007GSW
3224,Matt Barnes,PF,76,23.9,2007GSW
3225,Kelenna Azubuike,SG,41,16.3,2007GSW
3226,Keith McLeod,PG,26,14.6,2007GSW
3227,Ike Diogu,PF,17,13.1,2007GSW
3228,Šarūnas Jasikevičius,PG,26,11.9,2007GSW
3229,Anthony Roberson,PG,20,11.4,2007GSW
3230,Adonal Foyle,C,48,9.9,2007GSW
3231,Josh Powell,PF,30,9.6,2007GSW
3232,Patrick O'Bryant,C,16,7.4,2007GSW
3233,Dajuan Wagner,SG,1,7.0,2007GSW
3234,Team Totals,,82,240.9,2007GSW
3235,Paul Pierce,SG,47,37.0,2007BOS
3236,Al Jefferson,C,69,33.6,2007BOS
3237,Delonte West,SG,69,32.2,2007BOS
3238,Ryan Gomes,PF,73,31.2,2007BOS
3239,Wally Szczerbiak,SF,32,28.1,2007BOS
3240,Tony Allen,SG,33,24.4,2007BOS
3241,Rajon Rondo,PG,78,23.5,2007BOS
3242,Gerald Green,SF,81,22.0,2007BOS
3243,Theo Ratliff,C,2,22.0,2007BOS
3244,Kendrick Perkins,C,72,21.9,2007BOS
3245,Sebastian Telfair,PG,78,20.2,2007BOS
3246,Brian Scalabrine,PF,54,19.0,2007BOS
3247,Kevinn Pinkney,PF,6,16.7,2007BOS
3248,Allan Ray,SG,47,15.1,2007BOS
3249,Leon Powe,C,63,11.4,2007BOS
3250,Michael Olowokandi,C,24,9.8,2007BOS
3251,Team Totals,,82,242.1,2007BOS
3252,Jermaine O'Neal,C,69,35.6,2007IND
3253,Mike Dunleavy,SG,43,35.6,2007IND
3254,Danny Granger,SF,82,34.0,2007IND
3255,Al Harrington,PF,36,33.6,2007IND
3256,Stephen Jackson,SG,37,32.1,2007IND
3257,Jamaal Tinsley,PG,72,31.2,2007IND
3258,Troy Murphy,PF,42,28.2,2007IND
3259,Jeff Foster,C,75,23.2,2007IND
3260,Šarūnas Jasikevičius,SG,37,17.9,2007IND
3261,Marquis Daniels,SG,45,17.8,2007IND
3262,Darrell Armstrong,PG,81,15.7,2007IND
3263,Keith McLeod,PG,22,15.4,2007IND
3264,Ike Diogu,PF,42,12.8,2007IND
3265,Shawne Williams,SG,46,12.1,2007IND
3266,Josh Powell,PF,7,9.1,2007IND
3267,Rawle Marshall,SG,40,9.0,2007IND
3268,Maceo Baston,PF,47,8.6,2007IND
3269,David Harrison,C,24,7.9,2007IND
3270,Orien Greene,SG,41,6.2,2007IND
3271,Team Totals,,82,241.2,2007IND
3272,Joe Johnson,SG,57,41.4,2007ATL
3273,Josh Childress,SG,55,36.8,2007ATL
3274,Josh Smith,SF,72,36.8,2007ATL
3275,Marvin Williams,PF,64,34.0,2007ATL
3276,Zaza Pachulia,C,72,28.1,2007ATL
3277,Anthony Johnson,PG,27,27.4,2007ATL
3278,Tyronn Lue,PG,56,26.6,2007ATL
3279,Speedy Claxton,PG,42,25.1,2007ATL
3280,Shelden Williams,PF,81,18.7,2007ATL
3281,Salim Stoudamire,SG,61,17.0,2007ATL
3282,Lorenzen Wright,C,67,15.4,2007ATL
3283,Solomon Jones,PF,58,11.5,2007ATL
3284,Royal Ivey,PG,53,10.2,2007ATL
3285,Cedric Bozeman,SG,23,8.7,2007ATL
3286,Dijon Thompson,SF,6,8.3,2007ATL
3287,Matt Freije,PF,19,7.7,2007ATL
3288,Esteban Batista,PF,13,6.2,2007ATL
3289,Stanislav Medvedenko,C,14,5.8,2007ATL
3290,Jeremy Richardson,SG,5,3.8,2007ATL
3291,Team Totals,,82,242.4,2007ATL
3292,Jamal Crawford,SG,59,37.3,2007NYK
3293,Stephon Marbury,PG,74,37.1,2007NYK
3294,Eddy Curry,C,81,35.2,2007NYK
3295,Quentin Richardson,SF,49,33.1,2007NYK
3296,David Lee,PF,58,29.8,2007NYK
3297,Steve Francis,SG,44,28.1,2007NYK
3298,Channing Frye,PF,72,26.3,2007NYK
3299,Jared Jeffries,SF,55,23.8,2007NYK
3300,Nate Robinson,PG,64,21.2,2007NYK
3301,Renaldo Balkman,SF,68,15.6,2007NYK
3302,Mardy Collins,SF,52,14.9,2007NYK
3303,Malik Rose,PF,65,12.5,2007NYK
3304,Randolph Morris,C,5,8.8,2007NYK
3305,Jerome James,C,41,6.7,2007NYK
3306,Kelvin Cato,C,18,5.3,2007NYK
3307,Team Totals,,82,244.0,2007NYK
3308,Chris Bosh,C,69,38.5,2007TOR
3309,Anthony Parker,SG,73,33.4,2007TOR
3310,T.J. Ford,PG,75,29.9,2007TOR
3311,Jorge Garbajosa,PF,67,28.5,2007TOR
3312,Juan Dixon,SG,26,26.3,2007TOR
3313,Andrea Bargnani,PF,65,25.1,2007TOR
3314,Fred Jones,SG,39,22.3,2007TOR
3315,Morris Peterson,SF,71,21.3,2007TOR
3316,José Calderón,PG,77,21.0,2007TOR
3317,Rasho Nesterović,C,80,21.0,2007TOR
3318,Joey Graham,SF,79,16.7,2007TOR
3319,Luke Jackson,SF,10,12.2,2007TOR
3320,Kris Humphries,PF,60,11.2,2007TOR
3321,Darrick Martin,PG,31,7.1,2007TOR
3322,Pape Sow,C,7,4.9,2007TOR
3323,P.J. Tucker,SF,17,4.9,2007TOR
3324,Uroš Slokar,C,20,3.6,2007TOR
3325,Team Totals,,82,240.9,2007TOR
3326,LeBron James,SF,78,40.9,2007CLE
3327,Larry Hughes,SG,70,37.1,2007CLE
3328,Drew Gooden,PF,80,28.0,2007CLE
3329,Zydrunas Ilgauskas,C,78,27.3,2007CLE
3330,Anderson Varejão,C,81,23.9,2007CLE
3331,Eric Snow,PG,82,23.5,2007CLE
3332,Sasha Pavlović,SG,67,22.9,2007CLE
3333,Damon Jones,PG,60,19.6,2007CLE
3334,Donyell Marshall,PF,81,16.8,2007CLE
3335,Daniel Gibson,PG,60,16.5,2007CLE
3336,David Wesley,SG,35,10.1,2007CLE
3337,Shannon Brown,SG,23,8.8,2007CLE
3338,Ira Newble,SF,15,8.6,2007CLE
3339,Dwayne Jones,PF,4,4.5,2007CLE
3340,Scot Pollard,C,24,4.5,2007CLE
3341,Team Totals,,82,242.4,2007CLE
3342,Dwight Howard,C,82,36.9,2007ORL
3343,Hedo Türkoğlu,SF,73,31.1,2007ORL
3344,Grant Hill,SG,65,30.9,2007ORL
3345,Jameer Nelson,PG,77,30.3,2007ORL
3346,Tony Battie,PF,66,23.9,2007ORL
3347,Darko Miličić,PF,80,23.9,2007ORL
3348,Trevor Ariza,SG,57,22.4,2007ORL
3349,Keyon Dooling,SG,66,21.7,2007ORL
3350,Carlos Arroyo,PG,72,18.1,2007ORL
3351,Keith Bogans,SG,59,16.8,2007ORL
3352,JJ Redick,PG,42,14.8,2007ORL
3353,Bo Outlaw,PF,41,11.2,2007ORL
3354,Travis Diener,PG,26,11.1,2007ORL
3355,Pat Garrity,PF,33,8.4,2007ORL
3356,James Augustine,PF,2,3.5,2007ORL
3357,Team Totals,,82,241.2,2007ORL
3358,Shawn Marion,SF,80,37.6,2007PHO
3359,Raja Bell,SG,78,37.4,2007PHO
3360,Steve Nash,PG,76,35.3,2007PHO
3361,Amar'e Stoudemire,C,82,32.8,2007PHO
3362,Leandro Barbosa,SG,80,32.7,2007PHO
3363,Boris Diaw,PF,73,31.1,2007PHO
3364,James Jones,SF,76,18.1,2007PHO
3365,Kurt Thomas,C,67,18.0,2007PHO
3366,Marcus Banks,PG,45,11.2,2007PHO
3367,Jalen Rose,SF,29,8.5,2007PHO
3368,Jumaine Jones,SF,18,7.7,2007PHO
3369,Pat Burke,C,23,7.1,2007PHO
3370,Eric Piatkowski,SG,11,6.6,2007PHO
3371,Sean Marks,PF,3,5.7,2007PHO
3372,Team Totals,,82,242.7,2007PHO
3373,Allen Iverson,SG,50,42.4,2007DEN
